"","SN01_1","SN02_1","SN09_1","SN12_1","SN17_1","SN11","SN06_1","SN16_1","SN18_2","SN15_1","SN05_1","SN08","SN13_4","SN04_1","SN10_1"
"ENSG00000105755",1250,1611,1927,1627,3046,1970,1326,1462,1477,2157,2839,1308,2322,2553,3700
"ENSG00000131116",619,223,306,320,309,312,131,443,284,147,566,288,338,218,109
"ENSG00000104783",2108,3181,2329,2565,3123,1828,1301,1584,1017,2255,1063,1280,2599,702,640
"ENSG00000159871",22,63,85,39,50,6,31,65,31,25,96,32,14,11,10
"ENSG00000167637",1979,1314,1682,1033,2369,1003,803,967,1125,1132,1817,1412,929,895,557
"ENSG00000176222",160,80,49,128,106,61,75,17,45,162,36,4,199,122,104
"ENSG00000124459",522,441,493,376,468,353,301,314,308,413,403,458,469,398,321
"ENSG00000263002",1322,1242,1187,951,1403,1055,765,835,923,968,588,1035,671,658,680
"ENSG00000159905",365,307,252,287,217,333,297,221,247,187,215,363,363,205,154
"ENSG00000204920",467,111,511,352,397,289,58,181,53,304,386,73,265,224,248
"ENSG00000267680",2503,2307,2529,1550,3043,2039,1974,1494,1507,1237,1718,1628,1288,1756,1490
"ENSG00000256294",433,694,407,353,608,280,342,405,307,350,468,378,343,413,312
"ENSG00000159882",302,380,332,245,356,159,233,188,222,310,350,305,139,245,143
"ENSG00000178386",259,338,422,408,472,485,259,241,278,221,202,465,190,267,248
"ENSG00000186026",574,683,541,419,125,402,405,363,309,362,353,422,321,338,238
"ENSG00000159885",135,122,229,144,174,90,92,118,115,98,121,144,110,106,83
"ENSG00000167380",1835,1824,1812,993,2928,888,1709,631,1551,726,1825,1376,656,1203,723
"ENSG00000131115",758,1145,450,707,541,666,330,513,694,486,342,768,514,437,469
"ENSG00000159915",133,84,92,178,254,190,149,126,186,143,51,282,103,89,53
"ENSG00000159917",902,1226,1185,953,1545,1178,896,773,991,810,838,791,867,868,815
"ENSG00000062370",823,326,786,515,638,543,465,325,561,552,804,736,408,355,341
"ENSG00000267508",105,312,345,151,18,69,116,39,209,254,19,99,146,89,78
"ENSG00000278318",23,40,62,102,3,24,79,10,75,66,54,55,248,29,73
"ENSG00000167384",425,635,387,345,671,558,419,384,440,534,755,299,616,222,309
"ENSG00000104856",515,1281,668,379,945,510,479,777,216,344,426,229,567,536,377
"ENSG00000216588",18,38,48,2,0,5,4,8,3,0,2,0,2,0,0
"ENSG00000073008",1333,1706,3038,2330,815,3039,1059,2146,1080,1021,1199,1178,3224,837,2143
"ENSG00000186567",589,583,392,515,192,831,626,313,428,466,68,159,1028,520,599
"ENSG00000213892",4,17,7,13,9,25,15,5,8,9,5,7,28,12,29
"ENSG00000069399",1696,3664,3995,3997,1881,2553,3085,6580,1407,1594,2828,1625,3122,2699,2276
"ENSG00000187244",531,1093,782,403,228,775,884,379,410,211,259,220,1786,585,758
"ENSG00000130202",2405,1919,3704,1527,1432,1715,1216,2416,1285,1405,1933,1486,1802,1226,1668
"ENSG00000130204",2099,2191,3923,1306,1456,1196,837,1700,1256,1932,3303,1302,1350,1104,713
"ENSG00000130203",131,1081,400,85,279,123,196,188,153,93,746,68,2068,1360,200
"ENSG00000130208",28,163,112,6,47,11,33,47,8,30,106,25,112,100,16
"ENSG00000267467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234906",2,17,107,0,1,0,17,0,0,4,1,4,0,15,0
"ENSG00000104853",2035,2312,2493,1940,1893,1653,1373,2196,1433,2255,1854,1579,1697,1736,1628
"ENSG00000142273",1863,1308,2011,1651,2214,1748,1844,1368,1270,1174,1193,907,2641,1205,1863
"ENSG00000010310",44,152,105,140,303,655,836,255,499,153,158,19,1085,617,1568
"ENSG00000125743",532,593,1088,491,889,401,196,1611,423,717,1686,2443,264,358,368
"ENSG00000011478",441,450,455,295,286,409,306,264,235,299,318,223,406,310,274
"ENSG00000177051",1146,2040,1247,920,1089,1705,1044,1069,912,871,617,864,1356,710,836
"ENSG00000104859",1514,2420,2277,1936,1319,3651,3578,1743,1820,1183,786,605,4048,1545,2341
"ENSG00000170684",80,139,139,127,116,123,123,86,100,87,117,45,190,68,137
"ENSG00000142252",661,693,589,351,509,524,408,297,303,359,562,414,336,439,354
"ENSG00000007047",663,1070,845,606,396,831,731,910,545,610,389,643,1056,524,442
"ENSG00000104866",2141,2415,1946,1408,1766,2547,1984,1562,1428,1325,1468,1079,2948,1140,1330
"ENSG00000189114",359,602,503,317,310,374,220,295,197,336,285,271,207,217,178
"ENSG00000283632",62,246,265,61,56,142,89,140,183,14,74,27,175,70,47
"ENSG00000104892",11,171,54,1,2,10,3,15,8,2,15,10,7,6,3
"ENSG00000104884",1248,1230,1284,595,502,1026,809,915,730,800,771,652,903,530,543
"ENSG00000104881",1183,1579,864,1546,1645,2123,1245,1205,636,1008,491,413,1137,596,1180
"ENSG00000117877",344,377,402,107,162,72,26,328,180,257,285,180,54,116,72
"ENSG00000012061",1157,1591,1462,1008,1303,1213,1483,1066,890,1028,1272,834,1670,787,701
"ENSG00000125740",65,485,78,54,77,334,815,4609,371,54,1095,25,10573,172,21
"ENSG00000125744",75,132,30,103,117,74,64,123,65,45,185,34,84,48,72
"ENSG00000213889",13,111,32,29,103,14,35,25,7,10,62,0,7,6,12
"ENSG00000125753",2017,2223,2699,2183,3419,2373,1473,2452,1899,2615,2847,1809,2069,1809,2095
"ENSG00000125741",1229,1414,1459,1126,1258,1136,954,900,849,1088,1242,879,1238,1036,980
"ENSG00000177464",76,176,229,58,21,7,24,63,44,6,20,24,11,14,4
"ENSG00000125746",1136,1732,1715,2006,1679,1736,1515,1247,1010,1783,1536,595,1932,1223,1425
"ENSG00000179846",37,43,42,12,13,31,21,9,8,17,7,12,27,10,2
"ENSG00000007255",466,469,535,258,411,348,171,338,289,423,700,525,336,153,63
"ENSG00000104879",2,0,6,2,0,0,0,4,0,2,0,10,0,0,0
"ENSG00000124440",22,1668,105,35,18,60,221,44,120,52,0,111,687,149,116
"ENSG00000169515",34,171,45,0,23,18,39,28,10,5,14,0,144,115,33
"ENSG00000182013",10,74,20,16,8,25,4,27,10,0,18,5,84,94,21
"ENSG00000011485",1520,1965,2237,1225,1307,1254,1407,1313,1169,1286,1234,984,1596,1077,1056
"ENSG00000177045",225,612,130,216,460,485,406,321,244,383,290,167,627,185,268
"ENSG00000104936",1483,1329,662,1214,608,2654,2022,1116,1341,828,452,465,2295,832,866
"ENSG00000104941",12,36,8,47,16,86,31,14,17,15,8,6,8,24,8
"ENSG00000125755",5321,6507,5645,5051,3263,7129,6746,5286,3785,4587,2778,3472,7878,3428,3773
"ENSG00000170608",759,810,1208,990,1030,1455,827,1237,735,1346,1072,1220,1151,818,501
"ENSG00000188425",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104983",850,1017,647,546,810,1226,824,568,588,571,562,414,1218,505,506
"ENSG00000008438",0,0,4,2,2,2,0,0,2,0,2,2,4,4,0
"ENSG00000204869",303,97,293,19,86,228,5,76,4,84,24,52,3,0,0
"ENSG00000188624",0,0,6,0,0,0,0,0,0,3,0,0,3,0,0
"ENSG00000204866",23,6,29,14,7,10,0,1,0,7,38,2,6,2,0
"ENSG00000188293",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185800",1184,1488,839,1049,512,1449,1081,950,704,835,460,497,1549,617,867
"ENSG00000170604",641,1009,1209,691,713,876,526,814,502,678,1017,713,889,348,356
"ENSG00000176182",174,407,295,283,212,469,207,226,259,243,147,172,399,236,266
"ENSG00000104967",78,261,128,34,11,52,124,34,70,21,46,21,129,60,27
"ENSG00000204851",35,56,5,12,10,41,24,6,11,0,10,16,122,56,14
"ENSG00000160014",1060,1822,3016,1459,1723,1136,871,1606,1272,1646,2085,1613,1125,1250,1271
"ENSG00000160013",49,180,114,8,18,22,33,29,18,2,34,16,60,75,18
"ENSG00000167414",0,0,0,0,0,8,2,0,0,0,0,0,0,0,3
"ENSG00000197380",45,54,71,0,13,26,73,38,18,3,23,6,270,108,10
"ENSG00000105287",1957,3256,5388,2369,1894,2811,2673,2318,1667,1520,1604,1347,2816,2167,2787
"ENSG00000090372",1980,2934,2946,1715,1605,2419,1756,1927,1625,1693,1509,899,2519,1262,1534
"ENSG00000181027",86,144,72,77,68,116,132,77,60,251,126,95,81,84,75
"ENSG00000105281",2705,6831,12637,4066,3391,2223,1635,3044,1352,4091,1528,3199,2959,2987,2113
"ENSG00000042753",2133,4151,3476,1494,1968,1387,1040,1344,1437,1775,2422,1205,1205,1861,1861
"ENSG00000160007",5689,10403,9243,4708,6404,6563,6334,4862,6569,6629,5131,6668,4230,5777,6565
"ENSG00000105327",461,340,1591,487,778,637,403,537,450,412,606,383,268,179,96
"ENSG00000130751",14,34,15,31,43,20,20,5,12,14,15,0,12,19,14
"ENSG00000142230",2915,2941,5711,1617,1920,1295,928,2087,1592,2392,3281,2436,1196,926,1004
"ENSG00000130748",138,106,308,92,177,147,55,124,96,143,217,140,95,80,79
"ENSG00000130749",3373,3988,3534,2991,2723,3397,2425,3038,2610,2875,2372,2583,3019,2185,2515
"ENSG00000257704",167,242,317,224,185,490,260,139,115,175,145,86,403,205,233
"ENSG00000105321",818,1089,1038,1139,673,1939,1271,874,914,746,658,289,2222,861,1049
"ENSG00000197405",40,138,231,31,31,42,52,104,40,37,23,46,127,44,81
"ENSG00000134830",28,49,83,15,13,25,14,68,42,27,17,10,26,36,40
"ENSG00000118160",3,134,32,12,0,7,0,0,0,4,30,0,22,0,3
"ENSG00000105419",85,296,146,22,43,40,136,71,55,11,164,32,111,118,58
"ENSG00000134815",2185,3908,2776,1364,1225,2675,1760,1624,1190,1317,659,1209,1935,850,838
"ENSG00000118156",6,73,373,0,17,14,35,2,10,0,9,4,20,4,6
"ENSG00000118162",264,215,158,157,154,169,181,160,206,118,282,150,216,72,110
"ENSG00000105402",1402,1997,1882,1107,1246,1222,1186,1545,840,1182,1567,1207,1407,1020,1353
"ENSG00000105398",4,54,94,0,0,0,0,191,0,0,8,5,2,2,0
"ENSG00000178980",2577,4012,2607,2382,4510,2594,1976,4034,1806,2871,2760,2708,4083,2382,2688
"ENSG00000024422",234,1109,513,210,174,167,329,373,243,131,227,96,1156,890,173
"ENSG00000105373",4173,4243,6505,3053,5042,3352,2036,4876,3842,4480,6818,5068,3630,2197,1573
"ENSG00000063169",1108,3246,1399,1708,1035,1994,2018,1413,810,955,611,532,2055,914,1550
"ENSG00000178150",2,28,7,2,5,2,14,0,5,4,6,0,5,11,6
"ENSG00000105479",22,59,6,26,38,60,8,15,18,25,10,14,49,32,7
"ENSG00000142227",54,216,135,81,67,106,73,113,81,62,201,32,248,242,113
"ENSG00000105467",2,2,0,4,6,5,2,0,0,8,0,0,0,0,0
"ENSG00000161558",157,381,290,306,414,354,330,206,269,303,191,95,222,160,204
"ENSG00000105499",166,1126,343,171,151,410,285,116,174,77,148,189,493,193,125
"ENSG00000105486",2852,2481,3492,1496,1534,2802,1445,1549,2111,1780,1860,1317,2632,1033,1220
"ENSG00000185453",271,430,369,231,223,391,259,254,265,177,170,184,392,159,219
"ENSG00000105483",1376,1924,1190,1248,1788,1304,1417,977,1172,1100,1180,921,1136,1792,1075
"ENSG00000142235",288,959,871,279,96,296,351,551,273,148,213,56,101,46,56
"ENSG00000105447",1940,2092,2404,1034,1053,1136,798,1220,816,1226,1523,1147,912,775,514
"ENSG00000182324",322,497,520,237,298,191,245,213,127,225,154,97,233,103,103
"ENSG00000105443",1746,4214,1608,2602,2027,3093,2223,1796,1865,1804,1507,1625,2827,1360,1723
"ENSG00000105464",56,1640,2058,1316,1012,543,380,51,59,377,407,34,0,25,39
"ENSG00000105438",5065,6777,9179,5175,5833,3174,1916,4257,2691,7009,8339,5990,1927,2855,2951
"ENSG00000088002",502,838,612,243,218,203,26,173,166,331,236,168,26,8,43
"ENSG00000177202",11,26,16,14,16,81,55,20,23,21,2,12,61,34,56
"ENSG00000105523",2127,1738,2271,3075,2890,7262,5053,2232,3609,2755,865,2086,7620,3847,6134
"ENSG00000063177",13349,11960,25337,7912,13366,5302,3459,12417,6639,17332,26524,23644,4704,4901,3139
"ENSG00000063176",1748,1175,1206,1102,943,1623,1379,1270,1114,764,396,908,1148,728,1032
"ENSG00000105516",92,510,332,202,165,291,461,136,244,162,138,131,436,293,138
"ENSG00000063180",31,58,49,11,6,8,22,29,7,0,19,0,39,33,23
"ENSG00000142233",5,32,25,6,8,13,15,0,4,2,3,0,28,14,14
"ENSG00000176920",2220,1815,3503,3623,2089,2556,3022,1927,2861,1571,2287,2097,1190,2078,3966
"ENSG00000176909",27,176,34,13,15,76,34,19,43,18,19,5,52,39,37
"ENSG00000105538",83,212,216,28,29,44,79,43,71,10,59,72,158,65,32
"ENSG00000182264",20,49,10,14,9,0,18,6,3,0,3,2,9,0,14
"ENSG00000174951",159,651,463,105,6,56,57,218,65,16,209,62,70,40,12
"ENSG00000105550",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000105552",571,900,1295,616,929,698,755,717,709,952,1521,799,1266,595,798
"ENSG00000087076",78,154,66,27,20,18,56,40,20,9,25,6,123,27,32
"ENSG00000105559",1941,2147,359,306,152,147,435,619,226,54,98,140,460,220,122
"ENSG00000104804",3,6,2,2,0,0,3,0,2,0,1,0,0,0,0
"ENSG00000104805",2594,4806,5768,3434,2900,3394,2192,3405,2610,4141,3600,2686,3212,2445,2019
"ENSG00000087074",1915,3619,2518,1465,1652,2246,4096,6805,3595,1108,1470,1046,7917,1373,1270
"ENSG00000104808",2,29,13,3,2,4,0,2,0,4,2,4,0,0,0
"ENSG00000087088",1903,1436,1765,1284,1350,1253,1018,1652,1149,1485,1070,762,803,652,856
"ENSG00000196337",0,0,5,0,0,2,0,2,0,0,4,0,12,0,0
"ENSG00000225950",0,0,0,0,2,0,2,0,0,0,0,0,0,3,5
"ENSG00000104848",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183207",2716,2361,3759,1628,1707,1419,945,1641,1544,2187,2488,2039,1160,957,914
"ENSG00000268655",0,13,7,0,2,4,0,1,6,0,9,0,0,2,2
"ENSG00000104826",4,18,4,0,4,11,8,7,3,2,0,9,13,9,5
"ENSG00000104812",1956,2123,2056,2004,1680,2408,1790,1481,1590,1724,1960,1487,2117,1566,1690
"ENSG00000087086",26950,21000,51145,14760,20828,8512,7024,25563,13386,25234,15510,28971,13908,7956,5845
"ENSG00000104888",5,12,0,0,4,6,4,2,7,0,2,0,12,7,10
"ENSG00000104852",5543,11247,8574,6805,6867,11741,10521,5518,5260,4927,3997,3503,12522,6330,5930
"ENSG00000104863",154,218,82,118,108,378,154,83,116,97,131,70,127,167,124
"ENSG00000177380",558,1253,483,507,240,1494,590,425,609,518,795,342,794,409,500
"ENSG00000130528",16,5,9,12,7,21,20,10,6,6,0,2,29,2,9
"ENSG00000130529",3400,6617,3310,8542,7764,23237,14426,3859,9140,7391,4326,4002,21470,9730,15702
"ENSG00000221916",40,26,46,35,32,65,32,12,43,27,42,28,12,29,23
"ENSG00000063127",83,77,31,15,22,23,64,33,17,19,65,8,86,94,53
"ENSG00000104894",42,324,139,92,218,63,198,159,66,35,124,33,310,472,435
"ENSG00000074219",1343,678,874,284,56,666,714,1174,590,688,1114,1577,611,231,182
"ENSG00000104901",0,10,0,0,0,2,0,0,0,15,14,0,3,0,0
"ENSG00000126461",2113,3547,1375,1050,1003,1529,1065,1479,1419,1142,1338,787,1717,1885,2059
"ENSG00000126456",1433,2387,2078,1531,1831,2601,2984,1821,1686,961,1196,981,3270,1797,1728
"ENSG00000126453",395,488,732,209,239,240,153,220,240,312,450,221,220,123,236
"ENSG00000169169",54,181,61,16,6,17,37,31,20,8,9,6,31,12,32
"ENSG00000126457",3759,3189,5014,2037,2154,1428,1305,2421,1757,2437,5508,2843,1543,1005,1002
"ENSG00000224420",7,92,44,106,143,141,127,40,44,4,52,1,114,27,33
"ENSG00000104872",992,1150,943,995,799,1040,770,665,876,911,1512,875,919,734,736
"ENSG00000161618",1340,1310,2087,1001,893,1204,904,1078,1015,1084,1287,856,1519,846,863
"ENSG00000090554",44,144,53,88,73,93,131,46,59,36,64,21,177,132,90
"ENSG00000142541",22307,18116,37093,14080,25233,8119,5581,26660,14784,34517,51205,45152,8609,6610,5674
"ENSG00000142534",8246,7170,16155,7401,13943,2903,2366,13938,7982,17659,23003,17698,3135,3383,2981
"ENSG00000104870",1267,7063,6649,1381,2666,1703,3306,2387,2090,1256,881,2905,4855,1673,3121
"ENSG00000142552",389,2656,974,530,630,1198,1770,302,1084,192,147,360,3192,433,2612
"ENSG00000142546",809,1230,1228,512,743,753,557,646,671,621,1107,804,835,599,654
"ENSG00000126460",211,391,379,253,262,338,330,228,241,257,248,287,409,229,336
"ENSG00000126464",2498,4396,2448,3239,2035,5293,3627,3104,1917,2557,997,1159,6427,2109,3455
"ENSG00000126458",296,810,746,463,1111,412,198,295,301,518,511,217,286,275,268
"ENSG00000161643",5,30,24,10,9,10,8,8,21,3,6,0,0,7,12
"ENSG00000105053",1389,2398,2295,1469,1650,1898,1831,1547,1260,1362,1115,1071,1717,1655,1878
"ENSG00000142528",1002,1348,1478,629,813,613,440,624,575,575,917,661,520,387,378
"ENSG00000126467",0,2,4,0,0,0,0,0,2,0,0,0,46,7,2
"ENSG00000196961",2428,3241,4705,2133,2307,2507,2253,2472,1842,2734,2102,1711,2440,1568,2054
"ENSG00000010361",269,589,166,223,195,275,241,282,277,155,106,147,205,94,117
"ENSG00000104973",2303,3416,2540,1936,1711,2484,2432,2509,1523,1625,1132,1218,2534,1486,1562
"ENSG00000104960",1198,1986,1573,1193,1271,2239,2022,1647,1280,1311,1083,915,2196,1053,1289
"ENSG00000039650",1887,2450,2287,1627,1200,3125,2653,1374,1765,1351,825,909,4183,1902,2435
"ENSG00000204673",1318,1722,1342,1168,1007,1579,1070,1202,852,1239,1241,974,896,594,1049
"ENSG00000104946",847,2300,993,1278,1504,2600,2436,1458,1044,807,544,911,2904,969,1133
"ENSG00000104951",83,410,359,94,35,75,116,194,68,38,75,116,97,305,77
"ENSG00000213024",3147,3210,3382,2108,1828,2061,1518,2313,1412,1791,1901,1518,1597,1244,1236
"ENSG00000169136",450,446,373,413,584,329,178,436,304,679,486,413,327,336,189
"ENSG00000161640",11,41,39,1,2,9,23,10,17,8,12,11,2,26,25
"ENSG00000086967",3,105,13,2,2,0,97,8,4,0,5,2,28,24,4
"ENSG00000062822",1797,1780,2378,723,704,1484,867,942,1037,967,1412,842,1282,585,634
"ENSG00000269404",24,235,28,48,168,87,184,147,9,51,261,219,2690,1044,851
"ENSG00000213023",0,19,19,0,0,0,0,8,0,0,0,0,7,0,0
"ENSG00000131409",15,51,27,6,21,26,23,9,24,0,12,3,121,40,22
"ENSG00000161681",7,96,27,5,2,24,26,11,8,2,0,4,62,7,14
"ENSG00000105472",122,299,209,22,70,77,121,79,44,16,124,29,174,109,37
"ENSG00000105357",20076,27028,27186,19818,20915,25198,15712,20225,16351,15203,12739,9900,17478,18008,21486
"ENSG00000131408",958,1274,1619,890,1175,1105,961,970,843,988,1476,803,1573,886,941
"ENSG00000131400",63,303,53,97,94,150,113,6,82,39,74,58,266,52,136
"ENSG00000131398",64,571,183,90,49,143,202,120,79,51,92,21,248,131,103
"ENSG00000142530",71,66,124,18,30,45,25,44,36,61,37,50,53,21,17
"ENSG00000161671",3549,4721,6023,3173,3013,3556,3048,3641,2490,3706,4614,3905,4373,1063,2271
"ENSG00000204653",3,1,9,2,2,4,4,0,0,2,0,0,3,10,4
"ENSG00000161677",208,286,287,199,259,237,134,176,185,141,214,213,185,122,180
"ENSG00000167748",360,638,590,1073,430,2322,1023,1049,1007,2309,708,501,1612,677,1506
"ENSG00000174562",21,13,18,18,4,100,31,24,41,120,2,25,52,37,41
"ENSG00000142515",51,4,17,189,30,379,415,128,147,211,8,28,220,78,115
"ENSG00000167751",4,0,8,3,0,10,22,9,14,8,2,4,0,10,4
"ENSG00000167749",13,14,83,2,0,65,23,31,31,5,4,8,19,1,7
"ENSG00000142511",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000261341",0,6,1,5,1,2,0,1,5,2,2,1,2,1,1
"ENSG00000142513",0,12,6,5,3,9,11,0,7,4,7,8,5,1,0
"ENSG00000167757",117,17,29,247,328,207,131,92,154,530,29,56,19,13,51
"ENSG00000186474",58,18,12,24,15,12,31,64,135,159,8,71,13,21,15
"ENSG00000167754",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"ENSG00000167755",196,106,2170,111,10,30,94,101,136,123,86,31,0,0,0
"ENSG00000169035",3,16,374,119,17,15,249,34,148,117,78,0,0,0,0
"ENSG00000129455",0,18,515,15,0,0,68,4,2,0,16,0,0,0,0
"ENSG00000213022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000129451",768,211,365,430,584,90,207,176,289,506,172,52,12,21,15
"ENSG00000129450",15,106,56,8,13,24,38,37,18,22,47,13,74,72,33
"ENSG00000167759",0,26,38,14,2,0,3,13,0,15,0,0,0,0,0
"ENSG00000129437",5,18,7,13,6,6,22,4,0,6,1,0,17,7,2
"ENSG00000142544",348,372,505,140,325,342,187,165,178,170,244,195,304,151,149
"ENSG00000168995",14,49,51,6,23,14,22,24,18,10,15,14,29,52,17
"ENSG00000179213",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000142549",3,0,2,3,0,0,0,3,0,0,3,0,0,0,0
"ENSG00000105383",18,112,37,24,39,21,23,12,33,3,43,14,2,96,29
"ENSG00000186806",57,126,45,62,42,94,72,41,58,44,123,4,158,45,63
"ENSG00000105374",20,62,31,37,35,22,21,40,13,7,89,24,20,35,18
"ENSG00000105366",0,49,5,5,24,2,15,8,8,0,20,3,115,69,11
"ENSG00000213822",5,62,2,0,10,12,0,0,0,0,0,0,0,15,0
"ENSG00000254521",20,296,327,4,13,34,61,132,73,58,156,42,46,51,24
"ENSG00000105492",12,57,19,28,16,27,17,43,24,0,27,12,24,51,30
"ENSG00000142512",95,355,131,87,139,89,156,237,84,60,178,25,151,268,139
"ENSG00000105379",1084,1449,2069,1221,1788,1366,971,1655,1123,1668,1543,991,1430,983,1033
"ENSG00000160318",19,21,41,27,36,21,30,34,17,5,40,2,36,13,42
"ENSG00000105497",644,705,495,439,354,539,512,421,487,470,555,735,508,527,460
"ENSG00000268500",0,5,0,0,8,0,0,7,0,0,0,0,0,0,0
"ENSG00000254415",16,1,25,10,28,13,3,26,12,0,3,3,8,10,46
"ENSG00000105509",18,0,0,0,0,0,2,40,0,2,2,0,0,0,0
"ENSG00000182310",110,346,193,114,21,118,313,265,94,77,24,35,284,184,139
"ENSG00000171051",19,60,54,10,10,0,11,51,7,0,46,9,2,29,5
"ENSG00000171049",16,9,18,8,0,0,3,14,6,2,18,6,0,4,0
"ENSG00000161551",886,870,544,595,686,691,940,613,751,618,575,685,969,630,417
"ENSG00000198093",496,479,587,350,473,607,269,403,598,437,665,553,536,654,255
"ENSG00000187474",150,670,400,80,83,49,152,309,107,127,572,116,266,409,95
"ENSG00000176024",165,370,239,235,290,275,279,291,236,154,131,208,342,205,448
"ENSG00000256683",554,789,659,567,696,659,467,354,479,464,887,808,671,657,456
"ENSG00000196267",630,703,467,661,967,704,542,499,493,637,714,882,447,650,446
"ENSG00000204611",803,842,896,762,963,660,503,567,727,842,1241,770,474,629,470
"ENSG00000197619",375,714,724,388,650,301,293,377,327,411,851,502,541,424,358
"ENSG00000256087",1598,1216,1338,1005,2106,1248,929,868,988,874,1673,1352,1007,1062,906
"ENSG00000197608",739,2074,970,661,3568,844,2242,1911,504,1213,532,608,1302,795,811
"ENSG00000142556",637,614,779,335,402,231,179,306,367,457,921,814,252,405,172
"ENSG00000105568",5453,5998,9703,4542,7091,4135,2647,5937,3660,5357,7021,6192,5204,3830,3053
"ENSG00000198633",6,5,5,9,0,0,23,3,12,4,0,24,0,6,10
"ENSG00000167555",305,1004,178,423,102,791,1073,991,787,700,280,1313,1185,822,583
"ENSG00000196214",1914,2240,2164,1464,1990,1225,1165,1288,1331,1397,1753,1790,1011,1080,696
"ENSG00000198464",2827,1360,2650,1251,2247,989,808,1481,1168,1571,2468,2268,537,903,877
"ENSG00000167554",343,132,15,231,56,259,90,186,209,235,43,416,134,87,39
"ENSG00000221923",243,451,260,164,72,385,203,299,264,305,211,818,58,283,123
"ENSG00000197928",50,241,83,104,57,87,76,46,74,160,83,33,132,186,53
"ENSG00000142405",3,5,17,0,0,7,17,16,6,0,0,0,4,6,2
"ENSG00000258405",6,19,14,9,14,8,22,13,4,1,15,13,30,23,18
"ENSG00000167562",1150,3049,1863,1883,1267,2314,1606,571,1211,1518,1499,1687,1621,1382,1941
"ENSG00000167766",1998,2213,836,1384,2353,2651,1797,1530,1607,1533,3562,2377,1700,1360,1095
